id,question,option_a,option_b,option_c,option_d,correct_option
OIC-032-08-B,What percentage of newborns have a cleft lip?,1 in 1000,70% - 80%,50% - 60%,90%,b
OIC-032-03-B,What is the recommended initial care for a newborn in the delivery room?,Skin-to-skin contact with the mother,Administering vitamin K1 immediately after birth,Checking for two umbilical arteries and a vein on the cord,Performing an eye disinfection with antibiotic drops without any specific indication,option_a
OIC-032-01-B,What is the primary purpose of a standardized examination of a newborn baby at term?,To assess adaptation to extra-uterine life,To evaluate the newborn's overall health and development,To determine the presence of any congenital anomalies,To identify potential risks for future medical complications,a
OIC-032-02-B,What is the primary automatisms present in a term newborn?,Sucking,Cardinal points,Grasping,Automatic walking,a
OIC-086-04-A,What is the main cause of ptosis?,Neurogenic,Myogenic,Senile,Traumatic,a
OIC-086-12-A,What is the typical presentation of a patient with damage to the oculomotor nerve (III)?,A sudden onset of ptosis without any other symptoms,"A sudden onset of diplopia and strabismus, accompanied by mydriasis",A gradual worsening of symptoms over time,No specific symptoms at all,b
OIC-086-10-B,What should be done if the initial treatment of a chalazion is ineffective?,Apply a warm compress,Perform a minor surgical procedure to remove the gland,Use a laser to destroy the gland,Leave the gland unsutured and prescribe antiseptic eye drops for 8 days only,b
OIC-086-02-A,What is a common complication of entropion?,Trichiasis,Entropion itself,Corneal ulcers,Retinal detachment,a
OIC-086-13-B,What should an ophthalmologist do if swelling in the internal angle is suspected?,Perform saline lavage with antiseptics,Insert a catheter without anesthesia,Check for dacryocystitis (infection of the lacrimal sac),Use topical anesthetics to numb the area,b
OIC-086-11-A,What should you do if your stye becomes infected?,Apply a warm compress,Use a hot water bottle,Try to squeeze it out with a needle,Just leave it alone and let it heal on its own,option_c
OIC-086-03-A,What is the main difference between ptosis and dermachalasis?,"Ptosis refers to a lower position of the eyelid, while dermachalasis covers the visual axis.","Ptosis involves excess skin, while dermachalasis has no skin involved.","Both conditions affect the upper eyelid margin, but ptosis is abnormally low, whereas dermachalasis is high.",Ptosis and dermachalasis are two separate eye conditions with different causes.,option_a
OIC-086-06-A,What is the main characteristic of a stye?,A stye is caused by a bacterial infection.,A stye is caused by a viral infection.,A stye is caused by a fungal infection.,A stye is caused by a parasitic infection.,A stye is caused by a bacterial infection.
OIC-086-01-A,What is a common complication of ectropion?,Inadequate tear production,Corneal exposure,Lacrimation (tilting the upper lacrimal point),Ectropion itself,option_b
OIC-086-05-A,What is the main characteristic of a chalazion?,It is usually caused by an infection.,The secretions contained in a chalazion are typically clear and watery.,A chalazion may be visible on both sides of the eyelid.,Chalazia can last for several months or even years.,option_b
OIC-086-09-B,What is the most common type of malignant eyelid tumour?,Basal Cell Carcinoma,Malignant Melanoma,Malignant Lymphoma,Xanthelasma,option_a
OIC-112-03-B,What is the main difference between subepidermal and intraepidermal bullae in autoimmune bullous diseases?,"Subepidermal bulla has a linear deposition of IgG at the dermal-epidermal junction, while intraepidermal bulla has an intercellular marking.","Intraepidermal bulla is flaccid and fragile, while subepidermal bulla is taut.","Pemphigus vulgaris typically affects the oral mucosa, whereas pemphigoid affects the roots and flexural surfaces of the limbs.","Direct immunofluorescence shows a linear deposition of IgG at the dermal-epidermal junction in bullous pemphigoid, while indirect immunofluorescence reveals circulating antibodies recognizing the intercellular substance in pemphigus.",option_a
OIC-112-04-A,What is a key difference between a biopsy with direct immunofluorescence examination and one without?,A biopsy with direct immunofluorescence examination can only diagnose autoimmune bullous disease,A biopsy with direct immunofluorescence examination can rule out all causes of bullous lesions,A biopsy with direct immunofluorescence examination is more sensitive than one without,A biopsy with direct immunofluorescence examination requires a skin lesion to be present before it can be performed,c
OIC-112-05-B,What is a common alternative name for bullous dermatosis of the skin and/or external mucous membranes?,Bullous toxidermia,Erythema multiforme bullosa,Thermal bubbles,Caustic bubbles,option_a
OIC-112-01-A,What is the main difference between a subepidermal and intraepidermal bulla?,A subepidermal bulla is usually flaccid and fragile.,A subepidermal bulla is usually taut.,Intraepidermal bullae are typically more resistant to friction.,Subepidermal bullas are always located on the surface of the skin.,b
OIC-112-02-A,What is a characteristic feature of autoimmune bullous dermatosis?,A skin lesion with a clear demarcation line,A blister that forms in the middle of the skin,A mucosal erosion that heals quickly,A skin lesion with no distinct boundaries,option_a
OIC-260-13-B,What should be done if the patient's hematuria is due to clotting macroscopic in the upper excretory tract?,Insert a suprapubic catheter (KT) and place it under tension,Use a double-stream bladder catheter with manual decapping and irrigation,Perform an endoscopic surgical decalcification of the kidney,Wait for spontaneous resolution without intervention,b
OIC-260-01-A,What is a major warning sign for hematuria?,A sudden increase in urination frequency,A sudden decrease in urination frequency,A sudden increase in urination volume,A sudden decrease in urination volume,a
OIC-260-11-A,What is the primary pathway through which blood flows from the kidneys to the bladder?,Through the ureters,Through the urethra,Through the rectum,Directly into the liver,a
OIC-260-03-A,What is the main difference between microscopic and macroscopic haematuria?,"Microscopic haematuria requires a urine dipstick test, while macroscopic haematuria can be confirmed by visual inspection.",Macroscopic haematuria has a higher sensitivity than microscopic haematuria,Both types of haematuria require a blood test to confirm the diagnosis.,Microscopic haematuria is only found in children.,option_a
OIC-260-12-A,What is the main difference between microscopic and macroscopic clotting in hematuria?,Microscopic clotting occurs when a small amount of blood clots in the urinary tract,Macroscopic clotting occurs when a large amount of blood clots in the urinary tract,"Microscopic clotting is more common in children, while macroscopic clotting is more common in adults",Both microscopic and macroscopic clotting can occur simultaneously,option_b
OIC-260-10-A,What is the main etiology of hematuria in adults?,Tumors of the urinary tract,Urinary infections,Kidney tumors,Obstructive malformative uropathies,A
OIC-260-04-B,What is the localizing value of initial macroscopic hematuria during micturition?,Urethro-prostatic,Bladder neck,Nephrological origin with proteinuria,Renal origin without clots,option_a
OIC-260-09-A,What is the main aetiology of nephrological hematuria in adults and children?,Glomerular Nephropathy,Acute Interstitial Nephropathy,Papillary Necrosis,Autosomal Dominant Polycystic Kidney Disease (ADPKD),A
OIC-260-02-B,What is a characteristic feature of nephrological hematuria?,Presence of clots due to fibrinolytic activation,Absence of clots due to fibrinolytic activation,Presence of haematic cylinders or deformed red blood cells in rolls on urine pellet analysis,Proteinuria may be present,option_a
OIC-260-05-B,What is the most appropriate initial test to confirm hematuria?,Urine culture,Blood count (CBC),Renal ultrasound,Proteinuria detection by dipstick and quantification,b
OIC-188-06-B,What is a characteristic feature of occupational asthma in adults?,A positive diagnosis based on symptoms alone,A negative diagnosis based solely on symptoms,A demonstration of asthma with no exposure to sensitizing agents,A link between asthma and non-occupational irritants such as welding fumes,a
OIC-188-02-B,What is a common risk factor for developing allergic rhinitis in adults?,Genetic component,Environmental factors favoring the development of the disease,Viral infections,Tobacco exposure from conception,b
